,Author,Journal,"Number of citations","Pubmed id","Reference describes",Title,Volume,Year,"Modification date"
22580912,"Packeu A,Lebecque P,Rodriguez-Villalobos H,Boeras A,Hendrickx M,Bouchara JP,Symoens F","Journal of Medical Microbiology",5," 22580912",Lasergene,"Molecular typing and antifungal susceptibility of Exophiala isolates from patients with cystic fibrosis",61,2012,"17 September 2012 17:59:53"
22581179,"Saunders CT,Wong WS,Swamy S,Becq J,Murray LJ,Cheetham RK.",Bioinformatics,44," 22581179",Strelka,"Strelka: accurate somatic small-variant calling from sequenced tumor-normal sample pairs",28,2012,"24 May 2013 23:28:39"
22605266,"Lemmon AR,Emme SA,Lemmon EM","Systematic biology",41," 22605266","SeqMan NGen","Anchored hybrid enrichment for massively high-throughput phylogenomics",61,2012,"10 December 2012 20:08:39"
22623774,"Zhang H,Todd S,Tachedjian M,Barr JA,Luo M,Yu M,Marsh GA,Crameri G,Wang LF","Journal of virology",5," 22623774",Lasergene,"A novel bat herpesvirus encodes homologues of major histocompatibility complex classes I and II, C-type lectin, and a unique family of immune-related genes",86,2012,"17 September 2012 16:39:00"
22628486,"Tulman ER,Liao X,Szczepanek SM,Ley DH,Kutish GF,Geary SJ",Microbiology,7," 22628486","SeqMan NGen","Extensive variation in surface lipoprotein gene content and genomic changes associated with virulence during evolution of a novel North American house finch epizootic strain of Mycoplasma gallisepticum",158,2012,"17 September 2012 18:35:17"
22645318,"David Arndt,Jianguo Xia,Yifeng Liu,You Zhou,An Chi Guo,Joseph A. Cruz,Igor Sinelnikov,Karen Budwill,Camilla L. Nesbø and David S. Wishart","Nucleic Acids Research",10," 22645318",METAGENassist,"METAGENassist: A comprehensive web server for comparative metagenomics","40(Web Server issue)",2012,"17 August 2012 20:44:06"
22678063,"Delmaghani S,Aghaie A,Michalski N,Bonnet C,Weil D,Petit C","Human Molecular Genetics",17," 22678063",Lasergene,"Defect in the gene encoding the EAR/EPTP domain-containing protein TSPEAR causes DFNB98 profound deafness",21,2012,"17 September 2012 16:41:08"
22684293,"Zeng NK,Cai Q,Yang ZL",Mycologia,0," 22684293",Lasergene,"Corneroboletus, a new genus to accommodate the southeastern Asian Boletus indecorus",104,2012,"10 December 2012 16:51:18"
22684630,"Lohse M,Bolger AM,Nagel A,Fernie AR,Lunn JE,Stitt M,Usadel B.","Nucleic Acids Res.",175," 22684630",Trimmomatic,"RobiNA: a user-friendly, integrated software solution for RNA-Seq-based transcriptomics.","40(Web server issue)",2012,"28 November 2013 01:29:30"
22696527,"Nosil P,Gompert Z,Farkas TE,Comeault AA,Feder JL,Buerkle CA,Parchman TL","Proceedings:  Biological Sciences / The Royal Society",15," 22696527","SeqMan NGen","Genomic consequences of multiple speciation processes in a stick insect",279,2012,"10 December 2012 20:11:35"
22700847,"Hilbe M,Girao V,Bachofen C,Schweizer M,Zlinszky K,Ehrensperger F.","Veterinary Pathology",0," 22700847",Lasergene,"Apoptosis in Bovine Viral Diarrhea Virus (BVDV)-Induced Mucosal Disease Lesions: A Histological, Immunohistological, and Virological Investigation.",50,2013,"11 February 2013 17:21:22"
22715110,"Yang DH,Hettenhausen C,Baldwin IT,Wu J.","Plant Physiology",12," 22715110",Lasergene,"Silencing Nicotiana attenuata Calcium-Dependent Protein Kinases, CDPK4 and CDPK5, Strongly Up-Regulates Wound- and Herbivory-Induced Jasmonic Acid Accumulations",159,2012,"17 September 2012 16:50:39"
22720753,"Wilke A,Harrison T,Wilkening J,Field D,Glass EM,Kyrpides N,Mavrommatis K,Meyer F.","BMC Bioinformatics",15," 22720753","M5NR used in MG-RAST","The M5nr: a novel non-redundant database containing protein sequences and annotations from multiple sources and associated tools",21,2012,"23 October 2013 15:39:15"
22722935,"Alvarez L,Gonzalez-Iglesias H,Garcia M,Ghosh S,Sanz-Medel A,Coca-Prados M","Journal of Biological Chemistry",5," 22722935",ArrayStar,"The Stoichiometric Transition from Zn6Cu1-Metallothionein to Zn7-Metallothionein Underlies the Up-regulation of Metallothionein (MT) Expression: QUANTITATIVE ANALYSIS OF MT-METAL LOAD IN EYE CELLS",287,2012,"17 September 2012 16:23:36"
22730288,"Sérandour AA,Avner S,Oger F,Bizot M,Percevault F,Lucchetti-Miganeh C,Palierne G,Gheeraert C,Barloy-Hubler F,Péron CL,Madigou T,Durand E,Froguel P,Staels B,Lefebvre P,Métivier R,Eeckhoute J,Salbert G","Nucleic Acids Res.",31," 22730288",ArrayStar,"Dynamic hydroxymethylation of deoxyribonucleic acid marks differentiation-associated enhancers",40,2012,"10 December 2012 16:25:49"
22740709,"Dinic L,Akande P,Idigbe EO,Ani A,Onwujekwe D,Agbaji O,Akanbi M,Nwosu R,Adeniyi B,Wahab M,Lekuk C,Kunle-Ope C,Nwokoye N,Kanki P","Journal of Clinical Microbiology",1," 22740709",Lasergene,"Genetic Determinants of Drug-Resistant Tuberculosis among HIV-Infected Patients in Nigeria",50,2012,"17 September 2012 16:44:04"
22740711,"Lu X,Huang Q,Miller WG,Aston DE,Xu J,Xue F,Zhang H,Rasco BA,Wang S,Konkel ME","Journal of Clinical Microbiology",6," 22740711",Lasergene,"Comprehensive detection and discrimination of campylobacter species by use of confocal micro-Raman spectroscopy and multilocus sequence typing",50,2012,"17 September 2012 17:58:08"
22784381,"Liu Y,Siegmund KD,Laird PW,Berman BP.","Genome Biol.",17," 22784381",Bis-SNP,"Bis-SNP: combined DNA methylation and SNP calling for Bisulfite-seq data.",13(7):R61,2012,"31 July 2012 23:51:29"
22784574,"Wang X,Zhang X.","BMC Syst Biol",2," 22784574",SeqSite,"Pinpointing transcription factor binding sites from ChIP-seq data with SeqSite.","Suppl 2:S3",2011,"23 January 2013 02:28:58"
22802633,"Joshua D. Tompkins,Christine Hall,Vincent Chang-yi Chen,Arthur Xuejun Li,Xiwei Wu,David Hsu,Larry A. Couture,Arthur D. Riggs",PNAS,9," 22802633",ArrayStar,"Epigenetic stability, adaptability, and reversibility in human embryonic stem cells",109,2012,"1 August 2012 15:18:29"
22815146,"Hause BM,Stine DL,Sheng Z,Wang Z,Chakravarty S,Simonson RR,Li F","Clinical and Vaccine Immunology",0," 22815146","SeqMan NGen","Migration of the Swine Influenza Virus δ-Cluster Hemagglutinin N-Linked Glycosylation Site from N142 to N144 Results in Loss of Antibody Cross-Reactivity",19,2012,"17 September 2012 18:09:44"
22815448,"Stahl,B.","Journal of Bacteriology",3," 22815448","SeqMan NGen","Complete Genome Sequences of Probiotic Strains Bifidobacterium animalis subsp. Lactis B420 and Bi-07",194,2012,"1 August 2012 20:42:37"
22824070,"Bengtsson J,Hartmann M,Unterseher M,Vaishampayan P,Abarenkov K,Durso L,Bik EM,Garey JR,Eriksson KM,Nilsson RH","Research in Microbiology",2," 22824070",Megraft,"Megraft: A software package to graft ribosomal small subunit (16S/18S) fragments onto full-length sequences for accurate species richness and sequencing depth analysis in pyrosequencing-length metagenomes and similar environmental datasets",,2012,"25 July 2012 08:30:20"
22826457,"Doxiadis GG,Hoof I,de Groot N,Bontrop RE","Molecular Biology and Evolution",0," 22826457",Lasergene,"Evolution of HLA-DRB Genes",,2012,"17 September 2012 18:06:12"
22826540,"Kamphans T,Krawitz P","Bioinformatics (Oxford)",9," 22826540",GeneTalk,"GeneTalk: an expert exchange platform for assessing rare sequence variants in personal genomes.",28,2012,"22 May 2013 11:50:24"
22830651,"Lyon GJ,Wang K.","Genome Medicine",15," 22830651",GeneTalk,"Identifying disease mutations in genomic medicine settings: current challenges and how to accelerate progress.",4,2012,"22 May 2013 11:56:35"
22833642,"Maurer FP,Rüegger V,Ritter C,Bloemberg GV,Böttger EC","Journal of Antimicrobial Chemotherapy",8," 22833642",Lasergene,"Acquisition of clarithromycin resistance mutations in the 23S rRNA gene of Mycobacterium abscessus in the presence of inducible erm(41)",,2012,"17 September 2012 17:52:18"
22843860,"Valdazo-González B,Knowles NJ,Hammond J,King DP","Journal of virology",4," 22843860",Lasergene,"Genome Sequences of SAT 2 Foot-and-Mouth Disease Viruses from Egypt and Palestinian Autonomous Territories (Gaza Strip)",86,2012,"17 September 2012 18:04:43"
22848676,"Rosseel T,Scheuch M,Höper D,De Regge N,Caij AB,Vandenbussche F,Van Borm S.","PLoS One",11," 22848676","SeqMan NGen","Dnase SISPA-Next Generation Sequencing Confirms Schmallenberg Virus in Belgian Field Samples and Identifies Genetic Variation in Europe",,2012,"7 January 2013 14:07:18"
22855765,"Gundi VA,Kosoy MY,Makundi RH,Laudisoit A","American Journal of Tropical Medicine and Hygiene",5," 22855765",Lasergene,"Identification of Diverse Bartonella Genotypes among Small Mammals from Democratic Republic of Congo and Tanzania",87,2012,"17 September 2012 17:54:24"
22866951,"Lank SM,Golbach BA,Creager HM,Wiseman RW,Keskin DB,Reinherz EL,Brusic V,O'Connor DH","BMC Genomics",11," 22866951",Seq2HLA,"Ultra-high resolution HLA genotyping and allele discovery by highly multiplexed cDNA amplicon pyrosequencing.",13,2012,"19 February 2013 09:09:01"
22904078,"Daniel C. Jones,Walter L. Ruzzo,Xinxia Peng and Michael G. Katze","Nucleic Acids Research",18," 22904078",Quip,"Compression of next-generation sequencing reads aided by highly efficient de novo assembly",40,2012,"20 January 2013 04:26:10"
22912568,"Yuchun Guo,Shaun Mahony & David K Gifford","PLoS Comput Biol",21," 22912568",GEM,"High resolution genome wide binding event finding and motif discovery reveals transcription factor spatial binding constraints",8(8),2012,"6 February 2013 07:18:32"
22914218,"García-Alcalde F,Okonechnikov K,Carbonell J,Cruz LM,Götz S,Tarazona S,Dopazo J,Meyer TF,Conesa A.",Bioinformatics,21," 22914218",QualiMap,"Qualimap: evaluating next-generation sequencing alignment data.",15,2012,"8 November 2013 06:23:21"
22915039,"Molloy-Simard V,St-Laurent JF,Vigneault F,Gaudreault M,Dargis N,Guerin MC,Leclerc S,Morcos M,Black D,Molgat Y,Bergeron D,de Launoit Y,Boudreau F,Desnoyers S,Guerin S","Investigative ophthalmology & visual science",2," 22915039",ArrayStar,"Altered Expression of the Poly(ADP-Ribosyl)ation Enzymes in Uveal Melanoma and Regulation of PARG Gene Expression by the Transcription Factor ERM",53,2012,"17 September 2012 16:28:14"
22923406,"Carter MQ,Parker CT,Louie JW,Huynh S,Fagerquist CK,Mandrell RE","Applied and Environmental Microbiology",1," 22923406",Lasergene,"RcsB contributes to the distinct stress fitness among Escherichia coli O157:H7 curli variants of the 1993 hamburger-associated outbreak strains",78,2012,"10 December 2012 16:38:33"
22925230,"Berendzen J,Bruno WJ,Cohn JD,Hengartner NW,Kuske CR,McMahon BH,Wolinsky MA,Xie G.","BMC Res Notes.",5," 22925230",Sequedex,"Rapid phylogenetic and functional classification of short genomic fragments with signature peptides.",5,2012,"27 October 2012 15:02:47"
22930749,"Trivellini A,Jibran R,Watson LM,O'Donoghue EM,Ferrante A,Sullivan KL,Dijkwel PP,Hunter DA","Plant Physiology",3," 22930749",ArrayStar,"Carbon deprivation-driven transcriptome reprogramming in detached developmentally arresting Arabidopsis inflorescences",160,2012,"10 December 2012 16:20:45"
22965099,"Jiang J,Alvarez C,Kukutla P,Yu W,Xu J","Journal of Bacteriology",3," 22965099","SeqMan NGen","Draft Genome Sequences of Enterobacter sp. Isolate Ag1 from the Midgut of the Malaria Mosquito Anopheles gambiae",194,2012,"17 September 2012 18:11:41"
22972833,"Daum LT,Rodriguez JD,Worthy SA,Ismail NA,Omar SV,Dreyer AW,Fourie PB,Hoosen AA,Chambers JP,Fischer GW","Journal of Clinical Microbiology",13," 22972833",Lasergene,"Next-Generation Ion Torrent Sequencing of Drug Resistance Mutations in Mycobacterium tuberculosis Strains",50,2012,"10 December 2012 16:42:32"
22972866,"Walk ST,Micic D,Jain R,Lo ES,Trivedi I,Liu EW,Almassalha LM,Ewing SA,Ring C,Galecki AT,Rogers MA,Washer L,Newton DW,Malani PN,Young VB,Aronoff DM","Clinical Infectious Diseases",47," 22972866",Lasergene,"Clostridium difficile Ribotype Does Not Predict Severe Infection",55,2012,"10 December 2012 16:40:37"
22974120,"Yang X,Charlebois P,Gnerre S,Coole MG,Lennon NJ,Levin JZ,Qu J,Ryan EM,Zody MC,Henn MR.","BMC Genomics",10," 22974120",Vicuna,"De novo Assembly of highly diverse viral populations",13,2012,"23 September 2012 12:23:35"
22984205,"He L,Partridge SR,Yang X,Hou J,Deng Y,Yao Q,Zeng Z,Chen Z,Liu JH","Journal of Antimicrobial Chemotherapy",5," 22984205",Lasergene,"Complete nucleotide sequence of pHN7A8, an F33:A-:B-type epidemic plasmid carrying blaCTX-M-65, fosA3 and rmtB from China",68,2013,"14 January 2013 20:25:08"
22992734,"Sigala PA,Crowley JR,Hsieh S,Henderson JP,Goldberg DE","The Journal of Biological Chemistry",12," 22992734",Lasergene,"Direct Tests of Enzymatic Heme Degradation by the Malaria Parasite Plasmodium falciparum",287,2012,"10 December 2012 16:36:34"
23012378,"Schumaker BA,Miller MM,Grosdidier P,Cavender JL,Montgomery DL,Cornish TE,Farr RM,Driscoll M,Maness LJ,Gray T,Petersen D,Brown WL,Logan J,O'Toole D","Journal of Veterinary Diagnostic Investigation",2," 23012378",Lasergene,"Canine distemper outbreak in pet store puppies linked to a high-volume dog breeder",24,2012,"10 December 2012 16:32:48"
23015742,"Cheng XH,Hillman CC,Zhang CX,Cheng XW","Journal of General Virology",2," 23015742",Lasergene,"Reduction of polyhedrin mRNA and protein expression levels in Sf9 and Hi5 cell lines, but not in Sf21 cells, infected with Autographa californica multiple nucleopolyhedrovirus fp25k mutants.",94,2013,"14 January 2013 20:22:41"
23015745,"Wang H,Yuan Z,Barnes E,Yuan M,Li C,Fu Y,Xia X,Li G,Newton PN,Vongsouvath M,Klenerman P,Pybus OG,Murphy D,Abe K,Lu L","Journal of General Virology",5," 23015745",Lasergene,"Eight novel hepatitis C virus genomes reveal the changing taxonomic structure of genotype 6",94,2013,"7 January 2013 13:57:03"
23024146,"Solieri L,Chand Dakal T,Giudici P.","International Journal of Systematic and Evolutionary Microbiology",8," 23024146",Lasergene,"Zygosaccharomyces sapae sp. nov., isolated from Italian traditional balsamic vinegar.",63,2013,"11 February 2013 17:11:49"
23034594,"Juleff N,Valdazo-González B,Wadsworth J,Wright CF,Charleston B,Paton DJ,King DP,Knowles NJ","Journal of General Virology",2," 23034594",Lasergene,"Accumulation of nucleotide substitutions occurring during experimental transmission of foot-and-mouth disease virus",94,2013,"14 January 2013 20:11:39"
23034711,"Boyd DA,Mulvey MR","Journal of Antimicrobial Chemotherapy",1," 23034711",Lasergene,"The VanE operon in Enterococcus faecalis N00-410 is found on a putative integrative and conjugative element, Tn6202.",68,2013,"14 January 2013 20:06:04"
23042173,"Samsudin AA,Wright AD,Al Jassim R.","Applied Environmental Microbiology",1," 23042173","SeqMan NGen","Cellulolytic Bacteria in the Foregut of the Dromedary Camel (Camelus dromedarius)",78,2012,"7 January 2013 14:10:16"
23042248,"Wilson ML,Cai Y,Hanlon R,Taylor S,Chevreux B,Setubal JC,Tyler BM,Peccoud J.","Nucleic Acids Res.",1," 23042248",GenoREAD,"Sequence verification of synthetic DNA by assembly of sequencing reads.",41(1):e25,2013,"8 November 2013 13:58:07"
23048038,"Johar K,Priya A,Wong-Riley MT","Journal of Biological Chemistry",2," 23048038",Lasergene,"Regulation of Na+/K+-ATPase by Nuclear Respiratory Factor 1: IMPLICATION IN THE TIGHT COUPLING OF NEURONAL ACTIVITY, ENERGY GENERATION, AND ENERGY CONSUMPTION",287,2012,"10 December 2012 16:45:58"
23052396,"Trojnar E,Sachsenröder J,Twardziok S,Reetz J,Otto PH,Johne R","Journal of General Virology",46," 23052396",Lasergene,"Identification of an avian group A rotavirus containing a novel VP4 gene with a close relationship to those of mammalian rotaviruses",94,2013,"14 January 2013 20:13:35"
23052399,"Zhu W,Dong JB,Zhang J,Uchida K,Watanabe K,Goto Y,Haga T.","Journal of General Virology",3," 23052399",Lasergene,"Bos grunniens papillomavirus type 1:  a novel deltapapillomavirus associated with fibropapilloma in yak",94,2013,"7 January 2013 14:00:34"
23071274,"Raval A,Sridhar KJ,Patel S,Turnbull BB,Greenberg PL,Mitchell BS",Blood,4," 23071274",Lasergene,"Reduced ribosomal RNA expression and increased ribosomal DNA promoter methylation in CD34+ cells of patients with myelodysplastic syndromes",120,2012,"10 December 2012 16:52:55"
23077242,"Rigal A,Yordanov Y,Perrone I,Karlberg A,Tisserant E,Bellini C,Busov V,Martin F,Kohler A,Bhalerao R,Legue V","Plant Physiology",12," 23077242",ArrayStar,"The Populus AINTEGUMENTA LIKE 1 homeotic transcription factor PtAIL1 controls the formation of adventitious root primordia",160,2012,"10 December 2012 17:14:13"
23081912,"Halwachs S,Wassermann L,Lindner S,Zizzadoro C,Honscha W.","Toxicological Sciences",3," 23081912",Lasergene,"Fungicide Prochloraz and Environmental Pollutant Dioxin Induce the ABCG2 Transporter in Bovine Mammary Epithelial Cells by the Arylhydrocarbon Receptor Signaling Pathway.",131,2013,"11 February 2013 17:13:34"
23082031,"Cejková D,Zobaníková M,Pospísilová P,Strouhal M,Mikalová L,Weinstock GM,Smajs D","Journal of Medical Microbiology",5," 23082031",Lasergene,"Structure of rrn operons in pathogenic non-cultivable treponemes: sequence but not genomic position of intergenic spacers correlates with classification of Treponema pallidum and Treponema paraluiscuniculi strains",62,2013,"11 February 2013 17:06:42"
23085838,"Albus CA,Salinas A,Czarnecki O,Kahlau S,Rothbart M,Thiele W,Lein W,Bock R,Grimm B,Schöttler MA","Plant Physiology",3," 23085838",Lasergene,"LCAA, a novel factor required for Mg protoporphyrin monomethylester cyclase accumulation and feedback-control of aminolevulinic acid biosynthesis in tobacco",160,2012,"10 December 2012 17:10:54"
23089826,"Love MI,Myšičková A,Sun R,Kalscheuer V,Vingron M,Haas SA","Statistical Applications in Genetics and Molecular Biology",2," 23089826",ExomeCopy,"Modeling Read Counts for CNV Detection in Exome Sequencing Data",10,2011,"16 November 2012 15:27:26"
23091163,"Seifert M,Sellmann L,Bloehdorn J,Wein F,Stilgenbauer S,Dürig J,Küppers R.","Journal of Experimental Medicine",29," 23091163",Lasergene,"Cellular origin and pathophysiology of chronic lymphocytic leukemia",209,2012,"7 January 2013 13:33:52"
23097432,"Shaw AE,Ratinier M,Nunes SF,Nomikou K,Caporale M,Golder M,Allan K,Hamers C,Hudelet P,Zientara S,Breard E,Mertens P,Palmarini M","Journal of Virology",16," 23097432",Lasergene,"Reassortment between Two Serologically Unrelated Bluetongue Virus Strains Is Flexible and Can Involve any Genome Segment",87,2013,"14 January 2013 20:20:55"
23097448,"Oberste MS,Feeroz MM,Maher K,Nix WA,Engel GA,Hasan KM,Begum S,Oh G,Chowdhury AH,Pallansch MA,Jones-Engel L.","Journal of Virology",15," 23097448",Lasergene,"Characterizing the Picornavirus Landscape among Synanthropic Nonhuman Primates in Bangladesh, 2007 to 2008",87,2013,"7 January 2013 14:03:48"
23100345,"Geis S,Prifert C,Weissbrich B,Lehners N,Egerer G,Eisenbach C,Buchholz U,Aichinger E,Dreger P,Neben K,Burkhardt U,Ho AD,Kräusslich HG,Heeg K,Schnitzler P.","Journal of Clinical Microbiology",4," 23100345",Lasergene,"Molecular Characterization of a Respiratory Syncytial Virus Outbreak in a Hematology Unit in Heidelberg, Germany",51,2013,"7 January 2013 14:27:45"
23104807,"Schuster CF,Park JH,Prax M,Herbig A,Nieselt K,Rosenstein R,Inouye M,Bertram R.","Jounal of Bacteriology",8," 23104807",Lasergene,"Characterization of a mazEF Toxin-Antitoxin Homologue from Staphylococcus equorum",195,2013,"7 January 2013 14:51:27"
23104808,"Ndamukong IC,Gee J,Smith CJ.","Journal of Bacteriology",0," 23104808",ArrayStar,"The Extracytoplasmic Function Sigma Factor EcfO Protects Bacteroides fragillis against Oxidative Stress",195,2013,"7 January 2013 14:54:15"
23104886,"Dobin A,Davis CA,Schlesinger F,Drenkow J,Zaleski C,Jha S,Batut P,Chaisson M,Gingeras TR.","Bioinformatics (Oxford)",191," 23104886",STAR,"STAR: ultrafast universal RNA-seq aligner.",29,2012,"16 February 2013 22:33:37"
23104982,"Zhang J,Valianou M,Simmons H,Robinson MK,Lee HO,Mullins SR,Marasco WA,Adams GP,Weiner LM,Cheng JD.","The FASEB Journal",2," 23104982",Lasergene,"Identification of inhibitory scFv antibodies targeting fibroblast activation protein utilizing phage display functional screens.",27,2013,"11 February 2013 17:26:17"
23105051,"Zeng Y,Kasalicky V,Simek K,Koblízek M","Journal of Bacteriology",1," 23105051","SeqMan NGen","Genome sequences of two freshwater betaproteobacterial isolates, limnohabitans species strains rim28 and rim47, indicate their capabilities as both photoautotrophs and ammonia oxidizers",194,2012,"10 December 2012 20:07:10"
23109688,"Torres-Galea P,Hirtreiter B,Bolle C.","Plant Physiology",4," 23109688",Lasergene,"Two GRAS Proteins, SCARECROW-LIKE21 and PHYTOCHROME A SIGNAL TRANSDUCTION1 Function Cooperatively in Phytochrome A Signal Transduction",161,2013,"7 January 2013 14:13:24"
23115262,"Maurer FP,Keller PM,Beuret C,Joha C,Achermann Y,Gubler J,Bircher D,Karrer U,Fehr J,Zimmerli L,Bloemberg GV.","Journal of Clinical Microbiology",13," 23115262",Lasergene,"Close Geographic Association of Human Neoehrlichiosis and Tick Populations Carrying ""Candidatus Neoehrlichia mikurensis"" in Eastern Switzerland",51,2013,"7 January 2013 14:21:52"
23118218,"Reinart N,Nguyen PH,Boucas J,Rosen N,Kvasnicka HM,Heukamp L,Rudolph C,Ristovska V,Velmans T,Mueller C,Reiners KS,von Strandmann EP,Krause G,Montesinos-Rongen M,Schlegelberger B,Herling M,Hallek M,Fingerle-Rowson G.",Blood,12," 23118218",Lasergene,"Delayed development of chronic lymphocytic leukemia in the absence of macrophage migration inhibitory factor.",121,2013,"11 February 2013 17:24:57"
23118738,"Madrigal P,Krajewski P.","Front Genet.",4," 23118738",DNaseR,"Current bioinformatic approaches to identify DNase I hypersensitive sites and genomic footprints from DNase-seq data.",3,2012,"26 October 2013 09:07:14"
23125364,"Rustad TR,Minch KJ,Brabant W,Winkler JK,Reiss DJ,Baliga NS,Sherman DR.","Nucleic Acids Research",8," 23125364",ArrayStar,"Global analysis of mRNA stability in Mycobacterium tuberculosis",,2012,"7 January 2013 14:44:38"
23136373,"Dobritsa AA,Coerper D.","Plant Cell",2," 23136373",Lasergene,"The Novel Plant Protein INAPERTURATE POLLEN1 Marks Distinct Cellular Domains and Controls Formation of the Apertures in the Arabidopsis Pollen Exine",24,2012,"7 January 2013 14:41:51"
23136403,"van Hengel J,Calore M,Bauce B,Dazzo E,Mazzotti E,De Bortoli M,Lorenzon A,Li Mura IE,Beffagna G,Rigato I,Vleeschouwers M,Tyberghein K,Hulpiau P,van Hamme E,Zaglia T,Corrado D,Basso C,Thiene G,Daliento L,Nava A,van Roy F,Rampazzo A","European Heart Journal",12," 23136403",Lasergene,"Mutations in the area composita protein αT-catenin are associated with arrhythmogenic right ventricular cardiomyopathy",34,2013,"14 January 2013 20:08:33"
23144245,"Cerda-Maira FA,Kovacikova G,Jude BA,Skorupski K,Taylor RK","Journal of Bacteriology",1," 23144245",Lasergene,"Characterization of BreR Interaction with the Bile Response Promoters breAB and breR in Vibrio cholerae",195,2013,"14 January 2013 20:17:18"
23152513,"Lin Z,Wang X,Strong MJ,Concha M,Baddoo M,Xu G,Baribault C,Fewell C,Hulme W,Hedges D,Taylor CM,Flemington EK.","Journal of Virology",15," 23152513",Lasergene,"Whole-Genome Sequencing of the Akata and Mutu Epstein-Barr Virus Strains",87,2013,"7 January 2013 14:17:32"
23166231,"Lee WJ,Kim YJ,Kim DW,Lee HS,Lee HY,Kim K","Journal of Virology",12," 23166231",Lasergene,"Complete genome sequence of human respiratory syncytial virus genotype A with a 72-nucleotide duplication in the attachment protein G gene.",86,2012,"14 January 2013 19:56:55"
23169639,"Bleeker PM,Mirabella R,Diergaarde PJ,Vandoorn A,Tissier A,Kant MR,Prins M,de Vos M,Haring MA,Schuurink RC",PNAS,15," 23169639",Lasergene,"Improved herbivore resistance in cultivated tomato with the sesquiterpene biosynthetic pathway from a wild relative",109,2012,"10 December 2012 16:47:41"
23172857,"Andrés JA,Larson EL,Bogdanowicz SM,Harrison RG.",Genetics,9," 23172857","SeqMan NGen","Patterns of Transcriptome Divergence in the Male Accessory Gland of Two Closely Related Species of Field Crickets.",193,2013,"11 February 2013 17:36:08"
23183443,"Kothary V,Scherl EJ,Bosworth B,Jiang ZD,Dupont HL,Harel J,Simpson KW,Dogan B.","Antimicrobial Agents and Chemotherapy",8," 23183443",Lasergene,"Rifaximin Resistance in Escherichia coli Associated with Inflammatory Bowel Disease Correlates with Prior Rifaximin Use, Mutations in rpoB, and Activity of Phe-Arg-β-Naphthylamide-Inhibitable Efflux Pumps.",57,2013,"11 February 2013 17:15:17"
23183974,"Smith JA,Lovley DR,Tremblay PL","Applied and Environmental Microbiology",9," 23183974",ArrayStar,"Outer Cell Surface Components Essential for Fe(III) Oxide Reduction by Geobacter metallireducens",79,2013,"14 January 2013 21:09:27"
23197575,"Grazioli S,Fallacara F,Brocchi E.","Journal of General Virology",6," 23197575",Lasergene,"Mapping of antigenic sites of foot-and-mouth disease virus serotype Asia 1 and relationships with sites described in other serotypes",94,2013,"20 March 2013 16:02:47"
23208882,"Graham CB,Borchert JN,Black WC 4th,Atiku LA,Mpanga JT,Boegler KA,Moore SM,Gage KL,Eisen RJ.","American Journal of Tropical Medicine and Hygiene",2," 23208882",Lasergene,"Blood Meal Identification in Off-Host Cat Fleas (Ctenocephalides felis) from a Plague-Endemic Region of Uganda.",88,2013,"11 February 2013 17:33:59"
23220965,"Rudenko N,Golovchenko M,Grubhoffer L,Oliver JH Jr.","Applied Environmental Microbiology",3," 23220965",Lasergene,"The Rare ospC Allele L of Borrelia burgdorferi Sensu Stricto, Commonly Found among Samples Collected in a Coastal Plain Area of the Southeastern United States, Is Associated with Ixodes affinis Ticks and Local Rodent Hosts Peromyscus gossypinus and Sigmodon hispidus.",79,2013,"11 February 2013 17:27:37"
23223616,"Xiao CT,Giménez-Lirola LG,Gerber PF,Jiang YH,Halbur PG,Opriessnig T.","Journal of General Virology",2," 23223616",Lasergene,"Identification and characterization of novel porcine astroviruses (PAstVs) with high prevalence and frequent co-infection of individual pigs with multiple PAstV types",94,2013,"20 March 2013 16:00:04"
23224085,"Gerber PF,O'Neill K,Owolodun O,Wang C,Harmon K,Zhang J,Halbur PG,Zhou L,Meng XJ,Opriessnig T.","Journal of Clinical Microbiology",6," 23224085",Lasergene,"Comparison of Commercial Real-Time Reverse Transcription-PCR Assays for Reliable, Early, and Rapid Detection of Heterologous Strains of Porcine Reproductive and Respiratory Syndrome Virus in Experimentally Infected or Noninfected Boars by Use of Different Sample Types.",51,2013,"11 February 2013 17:18:34"
23228854,"Wang W,Qin Z,Feng Z,Wang X,Zhang X.",Gene,5," 23228854",DSGseq,"Identifying differentially spliced genes from two groups of RNA-seq samples.","doi: 10.1016/j.gene.2012.11.045",2012,"23 January 2013 03:13:03"
23230295,"Awasthi SP,Asakura M,Chowdhury N,Neogi SB,Hinenoya A,Golbar HM,Yamate J,Arakawa E,Tada T,Ramamurthy T,Yamasaki S.","Infection and Immunity",7," 23230295",Lasergene,"Novel Cholix Toxin Variants, ADP-Ribosylating Toxins in Vibrio cholerae Non-O1/Non-O139 Strains, and Their Pathogenicity",81,2013,"11 February 2013 17:05:00"
23231876,"Moyano-Cañete E,Bellido ML,García-Caparrós N,Medina-Puche L,Amil-Ruiz F,González-Reyes JA,Caballero JL,Muñoz-Blanco J,Blanco-Portales R.","Plant and Cell Physiology",1," 23231876",Lasergene,"FaGAST2, A Strawberry Ripening-Related Gene, Acts Together With FaGAST1 To Determine Cell Size Of Fruit Receptacle.",54,2013,"11 February 2013 17:35:03"
